0.264718,-0.046492,0.963204,10.068044,-0.006156,0.998735,0.049899,0.361790,-0.964306,-0.019139,0.264097,6.279382,0.000000,0.000000,0.000000,1.000000
0.253556,-0.048067,0.966126,10.774277,-0.007082,0.998646,0.051543,0.392895,-0.967295,-0.019911,0.252872,6.493686,0.000000,0.000000,0.000000,1.000000
0.244012,-0.049386,0.968514,11.511839,-0.007289,0.998581,0.052755,0.426322,-0.969745,-0.019933,0.243306,6.660979,0.000000,0.000000,0.000000,1.000000
0.233724,-0.050797,0.970975,12.264248,-0.007056,0.998519,0.053937,0.451947,-0.972277,-0.019457,0.233019,6.839956,0.000000,0.000000,0.000000,1.000000
0.224184,-0.053203,0.973093,13.038429,-0.009090,0.998351,0.056678,0.482387,-0.974504,-0.021552,0.223331,7.003524,0.000000,0.000000,0.000000,1.000000
0.213425,-0.057148,0.975287,13.818405,-0.011212,0.998079,0.060937,0.510871,-0.976895,-0.023940,0.212374,7.176822,0.000000,0.000000,0.000000,1.000000
0.200697,-0.060626,0.977776,14.602860,-0.013182,0.997826,0.064575,0.548579,-0.979565,-0.025849,0.199462,7.355408,0.000000,0.000000,0.000000,1.000000
0.187889,-0.063447,0.980139,15.398191,-0.013469,0.997651,0.067163,0.572768,-0.982098,-0.025820,0.186593,7.505308,0.000000,0.000000,0.000000,1.000000
0.173736,-0.064186,0.982698,16.194973,-0.014186,0.997607,0.067667,0.608390,-0.984690,-0.025696,0.172410,7.647616,0.000000,0.000000,0.000000,1.000000
0.160197,-0.063551,0.985037,17.004048,-0.015287,0.997646,0.066850,0.638640,-0.986967,-0.025767,0.158849,7.751063,0.000000,0.000000,0.000000,1.000000
0.144296,-0.062652,0.987549,17.814713,-0.016208,0.997710,0.065665,0.675838,-0.989402,-0.025482,0.142950,7.869373,0.000000,0.000000,0.000000,1.000000
0.124598,-0.061188,0.990319,18.631155,-0.018248,0.997787,0.063945,0.715047,-0.992039,-0.026038,0.123206,7.962192,0.000000,0.000000,0.000000,1.000000
0.098988,-0.059789,0.993291,19.453329,-0.022830,0.997794,0.062336,0.754067,-0.994827,-0.028848,0.097404,8.051415,0.000000,0.000000,0.000000,1.000000
0.069209,-0.059438,0.995830,20.280813,-0.026790,0.997753,0.061415,0.783999,-0.997242,-0.030929,0.067461,8.093969,0.000000,0.000000,0.000000,1.000000
0.036493,-0.059433,0.997565,21.115322,-0.030125,0.997711,0.060544,0.817094,-0.998880,-0.032262,0.034619,8.119355,0.000000,0.000000,0.000000,1.000000
0.004572,-0.058538,0.998275,21.950745,-0.031406,0.997784,0.058653,0.850501,-0.999496,-0.031620,0.002724,8.076136,0.000000,0.000000,0.000000,1.000000
-0.030161,-0.056907,0.997924,22.788025,-0.032851,0.997895,0.055912,0.886270,-0.999005,-0.031097,-0.031967,8.041519,0.000000,0.000000,0.000000,1.000000
-0.062503,-0.054919,0.996533,23.626687,-0.035132,0.997987,0.052796,0.914185,-0.997426,-0.031711,-0.064306,7.984445,0.000000,0.000000,0.000000,1.000000
